Work_Schedule_Id,Day_Name,Start_Date_Time,End_Date_Time,Other_Details


,
,,
,,,
,,,,
Test,,,,
Test,Test,,,
Test,Test,Test,,
Test,Test,Test,Test,
Test,Test,Test,Test,Test
Dup,Dup,Dup,Dup,Dup
Dup,Dup,Dup,Dup,Dup
WW8696,Sunday,Wednesday,2020-01-01 15:15:44,2020-01-01 22:37:55,Detail
WW8697,Wednesday,Friday,2020-01-01 23:0:40,2020-01-01 6:2:55,Detail
WW8698,Tuesday,Monday,2020-01-01 0:0:52,2020-01-01 7:47:10,Detail
WW8699,Thursday,Thursday,2020-01-01 14:9:42,2020-01-01 16:49:56,Detail
WW8700,Thursday,Friday,2020-01-01 22:15:42,2020-01-01 23:5:24,Detail
WW8701,Sunday,Saturday,2020-01-01 6:56:43,2020-01-01 0:0:10,Detail
WW8702,Tuesday,Tuesday,2020-01-01 7:57:48,2020-01-01 14:56:13,Detail
WW8703,Tuesday,Wednesday,2020-01-01 16:36:45,2020-01-01 22:12:3,Detail
WW8704,Friday,Friday,2020-01-01 23:18:33,2020-01-01 6:19:7,Detail
WW8705,Sunday,Sunday,2020-01-01 0:0:32,2020-01-01 8:6:20,Detail
WW8706,Sunday,Sunday,2020-01-01 14:59:34,2020-01-01 16:44:2,Detail
WW8707,Friday,Saturday,2020-01-01 22:22:36,2020-01-01 23:50:50,Detail
WW8708,Saturday,Thursday,2020-01-01 6:54:14,2020-01-01 0:0:0,Detail
WW8709,Sunday,Monday,2020-01-01 8:26:53,2020-01-01 14:1:24,Detail
WW8710,Thursday,Wednesday,2020-01-01 15:7:17,2020-01-01 22:58:44,Detail
WW8711,Wednesday,Saturday,2020-01-01 23:56:22,2020-01-01 6:19:44,Detail
WW8712,Sunday,Monday,2020-01-01 0:0:1,2020-01-01 7:15:36,Detail
WW8713,Thursday,Saturday,2020-01-01 14:9:6,2020-01-01 16:3:8,Detail
WW8714,Tuesday,Saturday,2020-01-01 22:23:42,2020-01-01 23:52:49,Detail
WW8715,Monday,Saturday,2020-01-01 6:9:30,2020-01-01 0:0:21,Detail
WW8716,Saturday,Thursday,2020-01-01 8:51:43,2020-01-01 14:15:4,Detail
WW8717,Friday,Sunday,2020-01-01 16:2:15,2020-01-01 22:35:15,Detail
WW8718,Monday,Wednesday,2020-01-01 23:24:30,2020-01-01 6:45:37,Detail
WW8719,Tuesday,Wednesday,2020-01-01 0:0:7,2020-01-01 7:43:57,Detail
WW8720,Sunday,Friday,2020-01-01 14:1:2,2020-01-01 15:56:12,Detail
WW8721,Saturday,Tuesday,2020-01-01 22:51:0,2020-01-01 23:34:23,Detail
WW8722,Tuesday,Sunday,2020-01-01 6:50:36,2020-01-01 0:0:35,Detail
WW8723,Friday,Tuesday,2020-01-01 7:31:8,2020-01-01 14:56:31,Detail
WW8724,Sunday,Friday,2020-01-01 15:30:58,2020-01-01 22:38:4,Detail
WW8725,Tuesday,Sunday,2020-01-01 23:3:29,2020-01-01 6:35:19,Detail
WW8726,Monday,Thursday,2020-01-01 0:0:7,2020-01-01 7:7:11,Detail
WW8727,Saturday,Wednesday,2020-01-01 14:8:58,2020-01-01 15:25:43,Detail
WW8728,Friday,Tuesday,2020-01-01 22:8:10,2020-01-01 23:51:54,Detail
WW8729,Thursday,Monday,2020-01-01 6:38:15,2020-01-01 0:0:45,Detail
WW8730,Saturday,Saturday,2020-01-01 7:1:49,2020-01-01 14:3:0,Detail
WW8731,Monday,Tuesday,2020-01-01 15:1:39,2020-01-01 22:51:39,Detail
WW8732,Saturday,Tuesday,2020-01-01 23:13:34,2020-01-01 6:43:51,Detail
WW8733,Monday,Tuesday,2020-01-01 0:0:42,2020-01-01 8:39:28,Detail
WW8734,Saturday,Friday,2020-01-01 14:23:27,2020-01-01 15:24:6,Detail
WW8735,Monday,Thursday,2020-01-01 22:11:48,2020-01-01 23:46:50,Detail
WW8736,Sunday,Saturday,2020-01-01 6:59:41,2020-01-01 0:0:1,Detail
WW8737,Saturday,Saturday,2020-01-01 7:13:32,2020-01-01 14:4:52,Detail
WW8738,Saturday,Tuesday,2020-01-01 16:45:28,2020-01-01 22:57:3,Detail
WW8739,Thursday,Sunday,2020-01-01 23:49:22,2020-01-01 6:46:38,Detail
WW8740,Friday,Tuesday,2020-01-01 0:0:27,2020-01-01 8:13:3,Detail
WW8741,Wednesday,Tuesday,2020-01-01 14:28:4,2020-01-01 16:41:13,Detail
WW8742,Sunday,Thursday,2020-01-01 22:48:43,2020-01-01 23:14:6,Detail
WW8743,Friday,Monday,2020-01-01 6:50:42,2020-01-01 0:0:44,Detail
WW8744,Tuesday,Monday,2020-01-01 7:42:33,2020-01-01 14:36:10,Detail
WW8745,Thursday,Friday,2020-01-01 15:53:51,2020-01-01 22:21:22,Detail
WW8746,Wednesday,Friday,2020-01-01 23:5:50,2020-01-01 6:41:14,Detail
WW8747,Monday,Thursday,2020-01-01 0:0:1,2020-01-01 7:9:23,Detail
WW8748,Thursday,Tuesday,2020-01-01 14:39:6,2020-01-01 16:47:40,Detail
WW8749,Monday,Tuesday,2020-01-01 22:14:6,2020-01-01 23:40:14,Detail
WW8750,Thursday,Saturday,2020-01-01 6:46:4,2020-01-01 0:0:9,Detail
WW8751,Thursday,Sunday,2020-01-01 8:20:45,2020-01-01 14:23:27,Detail
WW8752,Saturday,Saturday,2020-01-01 15:48:35,2020-01-01 22:4:32,Detail
WW8753,Saturday,Tuesday,2020-01-01 23:41:13,2020-01-01 6:4:39,Detail
WW8754,Wednesday,Friday,2020-01-01 0:0:59,2020-01-01 8:31:22,Detail
WW8755,Wednesday,Sunday,2020-01-01 14:32:16,2020-01-01 16:50:30,Detail
WW8756,Tuesday,Friday,2020-01-01 22:8:31,2020-01-01 23:5:54,Detail
WW8757,Thursday,Thursday,2020-01-01 6:43:51,2020-01-01 0:0:6,Detail
WW8758,Thursday,Thursday,2020-01-01 7:48:14,2020-01-01 14:14:49,Detail
WW8759,Tuesday,Wednesday,2020-01-01 15:55:13,2020-01-01 22:56:26,Detail
WW8760,Monday,Monday,2020-01-01 23:39:48,2020-01-01 6:36:1,Detail
WW8761,Sunday,Wednesday,2020-01-01 0:0:3,2020-01-01 8:54:3,Detail
WW8762,Thursday,Saturday,2020-01-01 14:32:4,2020-01-01 15:47:48,Detail
WW8763,Sunday,Thursday,2020-01-01 22:40:8,2020-01-01 23:42:59,Detail
WW8764,Wednesday,Wednesday,2020-01-01 6:12:9,2020-01-01 0:0:46,Detail
WW8765,Sunday,Saturday,2020-01-01 8:37:14,2020-01-01 14:38:49,Detail
WW8766,Friday,Saturday,2020-01-01 16:53:26,2020-01-01 22:40:1,Detail
WW8767,Monday,Tuesday,2020-01-01 23:19:15,2020-01-01 6:18:0,Detail
WW8768,Monday,Wednesday,2020-01-01 0:0:37,2020-01-01 7:31:29,Detail
WW8769,Monday,Wednesday,2020-01-01 14:44:7,2020-01-01 15:11:39,Detail
WW8770,Sunday,Thursday,2020-01-01 22:27:54,2020-01-01 23:44:23,Detail
WW8771,Saturday,Tuesday,2020-01-01 6:26:41,2020-01-01 0:0:7,Detail
WW8772,Monday,Wednesday,2020-01-01 7:14:10,2020-01-01 14:24:16,Detail
WW8773,Sunday,Tuesday,2020-01-01 15:10:18,2020-01-01 22:47:57,Detail
WW8774,Thursday,Wednesday,2020-01-01 23:53:4,2020-01-01 6:19:29,Detail
WW8775,Sunday,Thursday,2020-01-01 0:0:18,2020-01-01 7:36:25,Detail
WW8776,Friday,Friday,2020-01-01 14:15:22,2020-01-01 16:57:44,Detail
WW8777,Monday,Friday,2020-01-01 22:6:41,2020-01-01 23:46:13,Detail
WW8778,Sunday,Tuesday,2020-01-01 6:35:35,2020-01-01 0:0:3,Detail
WW8779,Friday,Saturday,2020-01-01 8:4:7,2020-01-01 14:26:3,Detail
WW8780,Wednesday,Monday,2020-01-01 15:37:20,2020-01-01 22:21:37,Detail
WW8781,Thursday,Saturday,2020-01-01 23:9:8,2020-01-01 6:11:28,Detail
WW8782,Sunday,Friday,2020-01-01 0:0:7,2020-01-01 8:3:31,Detail
WW8783,Sunday,Thursday,2020-01-01 14:13:44,2020-01-01 16:59:14,Detail
WW8784,Saturday,Sunday,2020-01-01 22:25:20,2020-01-01 23:47:30,Detail
WW8785,Saturday,Tuesday,2020-01-01 6:28:38,2020-01-01 0:0:45,Detail
WW8786,Thursday,Sunday,2020-01-01 8:43:11,2020-01-01 14:32:22,Detail
WW8787,Saturday,Monday,2020-01-01 16:23:52,2020-01-01 22:21:46,Detail
WW8788,Thursday,Thursday,2020-01-01 23:2:19,2020-01-01 6:43:37,Detail
WW8789,Sunday,Friday,2020-01-01 0:0:42,2020-01-01 8:48:29,Detail
WW8790,Monday,Saturday,2020-01-01 14:51:1,2020-01-01 16:0:23,Detail
WW8791,Monday,Tuesday,2020-01-01 22:26:15,2020-01-01 23:24:37,Detail
WW8792,Thursday,Tuesday,2020-01-01 6:21:1,2020-01-01 0:0:23,Detail
WW8793,Saturday,Monday,2020-01-01 7:18:25,2020-01-01 14:19:39,Detail
WW8794,Saturday,Saturday,2020-01-01 16:2:33,2020-01-01 22:10:49,Detail
WW8795,Friday,Wednesday,2020-01-01 23:56:17,2020-01-01 6:35:34,Detail
WW8796,Monday,Wednesday,2020-01-01 0:0:45,2020-01-01 8:52:22,Detail
WW8797,Tuesday,Friday,2020-01-01 14:24:39,2020-01-01 15:30:53,Detail
WW8798,Friday,Friday,2020-01-01 22:28:57,2020-01-01 23:27:23,Detail
WW8799,Wednesday,Tuesday,2020-01-01 6:37:52,2020-01-01 0:0:18,Detail
WW8800,Monday,Tuesday,2020-01-01 7:18:25,2020-01-01 14:48:30,Detail
WW8801,Sunday,Thursday,2020-01-01 15:55:18,2020-01-01 22:40:45,Detail
WW8802,Saturday,Friday,2020-01-01 23:42:16,2020-01-01 6:34:19,Detail
WW8803,Tuesday,Saturday,2020-01-01 0:0:9,2020-01-01 7:33:31,Detail
WW8804,Sunday,Sunday,2020-01-01 14:56:38,2020-01-01 16:29:36,Detail
WW8805,Sunday,Sunday,2020-01-01 22:27:40,2020-01-01 23:4:18,Detail
WW8806,Monday,Friday,2020-01-01 6:19:47,2020-01-01 0:0:41,Detail
WW8807,Tuesday,Friday,2020-01-01 8:9:30,2020-01-01 14:19:6,Detail
WW8808,Thursday,Sunday,2020-01-01 16:42:24,2020-01-01 22:10:22,Detail
WW8809,Tuesday,Friday,2020-01-01 23:33:55,2020-01-01 6:9:37,Detail
WW8810,Sunday,Thursday,2020-01-01 0:0:32,2020-01-01 7:49:6,Detail
WW8811,Wednesday,Monday,2020-01-01 14:54:30,2020-01-01 15:48:28,Detail
WW8812,Saturday,Wednesday,2020-01-01 22:56:58,2020-01-01 23:19:37,Detail
WW8813,Friday,Saturday,2020-01-01 6:17:9,2020-01-01 0:0:58,Detail
WW8814,Monday,Tuesday,2020-01-01 8:15:30,2020-01-01 14:8:36,Detail
WW8815,Friday,Monday,2020-01-01 16:14:57,2020-01-01 22:23:9,Detail
WW8816,Wednesday,Saturday,2020-01-01 23:41:2,2020-01-01 6:6:39,Detail
WW8817,Thursday,Tuesday,2020-01-01 0:0:39,2020-01-01 8:31:10,Detail
WW8818,Friday,Sunday,2020-01-01 14:24:53,2020-01-01 16:38:19,Detail
WW8819,Thursday,Tuesday,2020-01-01 22:21:26,2020-01-01 23:38:7,Detail
WW8820,Tuesday,Monday,2020-01-01 6:57:2,2020-01-01 0:0:55,Detail
WW8821,Thursday,Thursday,2020-01-01 8:31:6,2020-01-01 14:29:6,Detail
WW8822,Saturday,Friday,2020-01-01 16:55:59,2020-01-01 22:47:17,Detail
WW8823,Sunday,Tuesday,2020-01-01 23:31:51,2020-01-01 6:19:41,Detail
WW8824,Wednesday,Sunday,2020-01-01 0:0:10,2020-01-01 8:41:35,Detail
WW8825,Thursday,Friday,2020-01-01 14:19:15,2020-01-01 15:53:59,Detail
WW8826,Sunday,Sunday,2020-01-01 22:7:58,2020-01-01 23:8:37,Detail
WW8827,Sunday,Sunday,2020-01-01 6:35:25,2020-01-01 0:0:48,Detail
WW8828,Wednesday,Friday,2020-01-01 8:0:3,2020-01-01 14:13:14,Detail
WW8829,Monday,Friday,2020-01-01 16:36:9,2020-01-01 22:57:52,Detail
WW8830,Saturday,Friday,2020-01-01 23:38:35,2020-01-01 6:6:27,Detail
WW8831,Wednesday,Monday,2020-01-01 0:0:18,2020-01-01 7:1:14,Detail
WW8832,Tuesday,Tuesday,2020-01-01 14:53:35,2020-01-01 16:2:33,Detail
WW8833,Sunday,Friday,2020-01-01 22:48:40,2020-01-01 23:57:46,Detail
WW8834,Monday,Friday,2020-01-01 6:20:37,2020-01-01 0:0:18,Detail
WW8835,Wednesday,Monday,2020-01-01 7:41:42,2020-01-01 14:21:2,Detail
WW8836,Thursday,Sunday,2020-01-01 15:32:53,2020-01-01 22:20:44,Detail
WW8837,Saturday,Monday,2020-01-01 23:8:36,2020-01-01 6:36:12,Detail
WW8838,Tuesday,Friday,2020-01-01 0:0:29,2020-01-01 8:20:22,Detail
WW8839,Thursday,Saturday,2020-01-01 14:23:3,2020-01-01 16:17:59,Detail
WW8840,Friday,Monday,2020-01-01 22:2:20,2020-01-01 23:28:39,Detail
WW8841,Tuesday,Saturday,2020-01-01 6:18:37,2020-01-01 0:0:30,Detail
WW8842,Saturday,Monday,2020-01-01 8:15:13,2020-01-01 14:34:48,Detail
WW8843,Tuesday,Sunday,2020-01-01 16:32:15,2020-01-01 22:0:47,Detail
WW8844,Monday,Saturday,2020-01-01 23:18:5,2020-01-01 6:13:58,Detail
WW8845,Friday,Thursday,2020-01-01 0:0:35,2020-01-01 7:25:58,Detail
WW8846,Sunday,Friday,2020-01-01 14:18:19,2020-01-01 16:22:0,Detail
WW8847,Saturday,Friday,2020-01-01 22:2:22,2020-01-01 23:26:10,Detail
WW8848,Saturday,Saturday,2020-01-01 6:16:58,2020-01-01 0:0:17,Detail
WW8849,Wednesday,Monday,2020-01-01 7:36:21,2020-01-01 14:29:14,Detail
WW8850,Sunday,Friday,2020-01-01 16:5:53,2020-01-01 22:39:36,Detail
WW8851,Monday,Sunday,2020-01-01 23:53:36,2020-01-01 6:28:14,Detail
WW8852,Friday,Friday,2020-01-01 0:0:39,2020-01-01 8:13:15,Detail
WW8853,Friday,Saturday,2020-01-01 14:19:15,2020-01-01 16:51:58,Detail
WW8854,Friday,Sunday,2020-01-01 22:53:7,2020-01-01 23:5:15,Detail
WW8855,Sunday,Friday,2020-01-01 6:55:13,2020-01-01 0:0:20,Detail
WW8856,Thursday,Sunday,2020-01-01 7:38:1,2020-01-01 14:49:2,Detail
WW8857,Thursday,Thursday,2020-01-01 16:49:32,2020-01-01 22:13:14,Detail
WW8858,Wednesday,Thursday,2020-01-01 23:41:51,2020-01-01 6:46:1,Detail
WW8859,Saturday,Tuesday,2020-01-01 0:0:45,2020-01-01 7:11:5,Detail
WW8860,Thursday,Monday,2020-01-01 14:30:47,2020-01-01 16:13:52,Detail
WW8861,Saturday,Saturday,2020-01-01 22:16:19,2020-01-01 23:18:10,Detail
WW8862,Wednesday,Tuesday,2020-01-01 6:4:0,2020-01-01 0:0:54,Detail
WW8863,Friday,Tuesday,2020-01-01 7:17:29,2020-01-01 14:16:34,Detail
WW8864,Saturday,Thursday,2020-01-01 16:8:45,2020-01-01 22:55:0,Detail
WW8865,Saturday,Wednesday,2020-01-01 23:37:40,2020-01-01 6:57:36,Detail
WW8866,Sunday,Saturday,2020-01-01 0:0:26,2020-01-01 7:44:41,Detail
WW8867,Monday,Tuesday,2020-01-01 14:5:33,2020-01-01 15:50:17,Detail
WW8868,Monday,Sunday,2020-01-01 22:41:52,2020-01-01 23:29:6,Detail
WW8869,Thursday,Monday,2020-01-01 6:44:16,2020-01-01 0:0:22,Detail
WW8870,Wednesday,Saturday,2020-01-01 7:25:43,2020-01-01 14:23:31,Detail
WW8871,Monday,Wednesday,2020-01-01 15:7:51,2020-01-01 22:37:0,Detail
WW8872,Monday,Thursday,2020-01-01 23:19:56,2020-01-01 6:20:6,Detail
WW8873,Sunday,Wednesday,2020-01-01 0:0:29,2020-01-01 7:42:7,Detail
WW8874,Friday,Wednesday,2020-01-01 14:57:39,2020-01-01 15:17:32,Detail
WW8875,Sunday,Saturday,2020-01-01 22:29:34,2020-01-01 23:51:58,Detail
WW8876,Monday,Sunday,2020-01-01 6:56:19,2020-01-01 0:0:29,Detail
WW8877,Wednesday,Monday,2020-01-01 8:23:4,2020-01-01 14:9:2,Detail
WW8878,Sunday,Tuesday,2020-01-01 16:25:43,2020-01-01 22:12:1,Detail
WW8879,Friday,Sunday,2020-01-01 23:42:3,2020-01-01 6:31:16,Detail
WW8880,Saturday,Sunday,2020-01-01 0:0:11,2020-01-01 8:9:14,Detail
WW8881,Saturday,Sunday,2020-01-01 14:17:36,2020-01-01 15:50:11,Detail
WW8882,Thursday,Friday,2020-01-01 22:13:55,2020-01-01 23:34:9,Detail
WW8883,Thursday,Sunday,2020-01-01 6:11:8,2020-01-01 0:0:51,Detail
WW8884,Monday,Wednesday,2020-01-01 7:10:5,2020-01-01 14:6:16,Detail
WW8885,Friday,Saturday,2020-01-01 15:27:56,2020-01-01 22:6:50,Detail
WW8886,Friday,Tuesday,2020-01-01 23:21:52,2020-01-01 6:11:20,Detail
WW8887,Saturday,Sunday,2020-01-01 0:0:16,2020-01-01 7:38:45,Detail
WW8888,Sunday,Sunday,2020-01-01 14:4:49,2020-01-01 15:1:6,Detail
WW8889,Wednesday,Saturday,2020-01-01 22:47:53,2020-01-01 23:15:53,Detail
WW8890,Saturday,Tuesday,2020-01-01 6:27:31,2020-01-01 0:0:0,Detail
WW8891,Saturday,Saturday,2020-01-01 8:50:0,2020-01-01 14:30:9,Detail
WW8892,Wednesday,Saturday,2020-01-01 15:5:5,2020-01-01 22:4:19,Detail
WW8893,Monday,Monday,2020-01-01 23:34:36,2020-01-01 6:38:58,Detail
WW8894,Monday,Tuesday,2020-01-01 0:0:49,2020-01-01 7:44:19,Detail
WW8895,Wednesday,Tuesday,2020-01-01 14:52:49,2020-01-01 16:41:24,Detail
WW8896,Monday,Tuesday,2020-01-01 22:29:56,2020-01-01 23:37:4,Detail
WW8897,Thursday,Thursday,2020-01-01 6:39:11,2020-01-01 0:0:18,Detail
WW8898,Monday,Wednesday,2020-01-01 7:53:30,2020-01-01 14:34:11,Detail
WW8899,Saturday,Monday,2020-01-01 15:40:27,2020-01-01 22:31:31,Detail
WW8900,Tuesday,Wednesday,2020-01-01 23:7:34,2020-01-01 6:26:25,Detail
WW8901,Thursday,Saturday,2020-01-01 0:0:9,2020-01-01 7:22:29,Detail
WW8902,Saturday,Tuesday,2020-01-01 14:46:17,2020-01-01 16:17:21,Detail
WW8903,Sunday,Monday,2020-01-01 22:30:1,2020-01-01 23:25:35,Detail
WW8904,Tuesday,Tuesday,2020-01-01 6:9:57,2020-01-01 0:0:17,Detail
WW8905,Tuesday,Thursday,2020-01-01 8:23:14,2020-01-01 14:33:1,Detail
WW8906,Sunday,Wednesday,2020-01-01 16:1:35,2020-01-01 22:35:56,Detail
WW8907,Monday,Thursday,2020-01-01 23:36:8,2020-01-01 6:1:48,Detail
WW8908,Friday,Sunday,2020-01-01 0:0:20,2020-01-01 7:59:38,Detail
WW8909,Thursday,Saturday,2020-01-01 14:33:23,2020-01-01 16:32:1,Detail
WW8910,Sunday,Sunday,2020-01-01 22:40:24,2020-01-01 23:15:23,Detail
WW8911,Monday,Friday,2020-01-01 6:36:33,2020-01-01 0:0:37,Detail
WW8912,Wednesday,Sunday,2020-01-01 7:53:17,2020-01-01 14:9:26,Detail
WW8913,Tuesday,Saturday,2020-01-01 16:54:27,2020-01-01 22:28:52,Detail
WW8914,Thursday,Monday,2020-01-01 23:58:52,2020-01-01 6:7:32,Detail
WW8915,Tuesday,Monday,2020-01-01 0:0:49,2020-01-01 8:40:24,Detail
WW8916,Wednesday,Wednesday,2020-01-01 14:29:8,2020-01-01 15:48:8,Detail
WW8917,Saturday,Friday,2020-01-01 22:13:21,2020-01-01 23:12:57,Detail
WW8918,Wednesday,Saturday,2020-01-01 6:39:29,2020-01-01 0:0:35,Detail
WW8919,Tuesday,Thursday,2020-01-01 8:30:37,2020-01-01 14:34:1,Detail
WW8920,Sunday,Tuesday,2020-01-01 15:10:16,2020-01-01 22:48:13,Detail
WW8921,Thursday,Wednesday,2020-01-01 23:56:38,2020-01-01 6:39:27,Detail
WW8922,Sunday,Thursday,2020-01-01 0:0:20,2020-01-01 7:3:49,Detail
WW8923,Tuesday,Sunday,2020-01-01 14:30:25,2020-01-01 15:25:7,Detail
WW8924,Friday,Thursday,2020-01-01 22:28:20,2020-01-01 23:9:57,Detail
WW8925,Friday,Wednesday,2020-01-01 6:38:37,2020-01-01 0:0:16,Detail
WW8926,Tuesday,Thursday,2020-01-01 8:15:27,2020-01-01 14:46:10,Detail
WW8927,Saturday,Sunday,2020-01-01 16:15:20,2020-01-01 22:28:50,Detail
WW8928,Tuesday,Friday,2020-01-01 23:8:20,2020-01-01 6:20:51,Detail
WW8929,Friday,Friday,2020-01-01 0:0:47,2020-01-01 8:25:58,Detail
WW8930,Thursday,Monday,2020-01-01 14:8:49,2020-01-01 15:19:35,Detail
WW8931,Wednesday,Friday,2020-01-01 22:27:54,2020-01-01 23:5:25,Detail
WW8932,Saturday,Monday,2020-01-01 6:3:28,2020-01-01 0:0:43,Detail
WW8933,Friday,Friday,2020-01-01 7:46:9,2020-01-01 14:42:19,Detail
WW8934,Thursday,Saturday,2020-01-01 15:2:13,2020-01-01 22:55:26,Detail
WW8935,Saturday,Saturday,2020-01-01 23:7:58,2020-01-01 6:39:27,Detail
WW8936,Monday,Friday,2020-01-01 0:0:30,2020-01-01 8:10:49,Detail
WW8937,Wednesday,Monday,2020-01-01 14:49:2,2020-01-01 15:27:15,Detail
WW8938,Monday,Tuesday,2020-01-01 22:23:36,2020-01-01 23:25:4,Detail
WW8939,Wednesday,Sunday,2020-01-01 6:48:14,2020-01-01 0:0:56,Detail
WW8940,Thursday,Tuesday,2020-01-01 8:48:29,2020-01-01 14:27:29,Detail
WW8941,Tuesday,Friday,2020-01-01 16:37:0,2020-01-01 22:57:22,Detail
WW8942,Friday,Tuesday,2020-01-01 23:55:35,2020-01-01 6:14:45,Detail
WW8943,Sunday,Sunday,2020-01-01 0:0:38,2020-01-01 8:0:4,Detail
WW8944,Monday,Friday,2020-01-01 14:56:12,2020-01-01 16:12:9,Detail
WW8945,Saturday,Tuesday,2020-01-01 22:6:43,2020-01-01 23:9:41,Detail
WW8946,Tuesday,Tuesday,2020-01-01 6:33:34,2020-01-01 0:0:58,Detail
WW8947,Tuesday,Sunday,2020-01-01 8:40:36,2020-01-01 14:23:23,Detail
WW8948,Saturday,Friday,2020-01-01 16:27:42,2020-01-01 22:2:18,Detail
WW8949,Wednesday,Sunday,2020-01-01 23:16:18,2020-01-01 6:44:16,Detail
WW8950,Saturday,Monday,2020-01-01 0:0:37,2020-01-01 7:31:40,Detail
WW8951,Wednesday,Wednesday,2020-01-01 14:58:31,2020-01-01 15:49:15,Detail
WW8952,Saturday,Thursday,2020-01-01 22:24:31,2020-01-01 23:25:28,Detail
WW8953,Sunday,Tuesday,2020-01-01 6:34:38,2020-01-01 0:0:53,Detail
WW8954,Tuesday,Wednesday,2020-01-01 8:13:43,2020-01-01 14:7:10,Detail
WW8955,Thursday,Tuesday,2020-01-01 16:5:47,2020-01-01 22:34:23,Detail
WW8956,Wednesday,Saturday,2020-01-01 23:20:36,2020-01-01 6:6:24,Detail
WW8957,Thursday,Friday,2020-01-01 0:0:1,2020-01-01 8:9:37,Detail
WW8958,Wednesday,Thursday,2020-01-01 14:1:1,2020-01-01 16:28:6,Detail
WW8959,Thursday,Friday,2020-01-01 22:28:39,2020-01-01 23:27:5,Detail
WW8960,Tuesday,Friday,2020-01-01 6:43:59,2020-01-01 0:0:1,Detail
WW8961,Wednesday,Tuesday,2020-01-01 7:43:32,2020-01-01 14:19:30,Detail
WW8962,Wednesday,Wednesday,2020-01-01 15:38:30,2020-01-01 22:59:59,Detail
WW8963,Monday,Saturday,2020-01-01 23:37:48,2020-01-01 6:21:33,Detail
WW8964,Saturday,Tuesday,2020-01-01 0:0:22,2020-01-01 7:0:8,Detail
WW8965,Sunday,Tuesday,2020-01-01 14:16:7,2020-01-01 16:39:16,Detail
WW8966,Monday,Friday,2020-01-01 22:16:38,2020-01-01 23:36:20,Detail
WW8967,Friday,Tuesday,2020-01-01 6:58:12,2020-01-01 0:0:27,Detail
WW8968,Sunday,Monday,2020-01-01 8:53:10,2020-01-01 14:40:25,Detail
WW8969,Sunday,Sunday,2020-01-01 16:48:43,2020-01-01 22:53:6,Detail
WW8970,Thursday,Friday,2020-01-01 23:25:8,2020-01-01 6:13:2,Detail
WW8971,Tuesday,Monday,2020-01-01 0:0:30,2020-01-01 7:47:6,Detail
WW8972,Monday,Tuesday,2020-01-01 14:20:48,2020-01-01 16:57:59,Detail
WW8973,Saturday,Sunday,2020-01-01 22:57:25,2020-01-01 23:46:38,Detail
WW8974,Sunday,Tuesday,2020-01-01 6:21:25,2020-01-01 0:0:33,Detail
WW8975,Sunday,Sunday,2020-01-01 8:29:47,2020-01-01 14:31:21,Detail
WW8976,Saturday,Wednesday,2020-01-01 16:13:16,2020-01-01 22:7:0,Detail
WW8977,Monday,Monday,2020-01-01 23:27:11,2020-01-01 6:45:25,Detail
WW8978,Friday,Monday,2020-01-01 0:0:37,2020-01-01 8:38:59,Detail
WW8979,Wednesday,Friday,2020-01-01 14:8:11,2020-01-01 15:22:17,Detail
WW8980,Saturday,Saturday,2020-01-01 22:0:26,2020-01-01 23:24:59,Detail
WW8981,Thursday,Sunday,2020-01-01 6:23:11,2020-01-01 0:0:46,Detail
WW8982,Wednesday,Sunday,2020-01-01 7:47:50,2020-01-01 14:21:38,Detail
WW8983,Friday,Wednesday,2020-01-01 15:43:40,2020-01-01 22:28:50,Detail
WW8984,Monday,Thursday,2020-01-01 23:49:52,2020-01-01 6:37:8,Detail
WW8985,Thursday,Tuesday,2020-01-01 0:0:27,2020-01-01 8:56:8,Detail
WW8986,Friday,Tuesday,2020-01-01 14:49:40,2020-01-01 15:18:55,Detail
WW8987,Thursday,Thursday,2020-01-01 22:10:54,2020-01-01 23:31:16,Detail
WW8988,Sunday,Thursday,2020-01-01 6:6:4,2020-01-01 0:0:18,Detail
WW8989,Wednesday,Friday,2020-01-01 7:33:47,2020-01-01 14:27:22,Detail
WW8990,Tuesday,Saturday,2020-01-01 16:55:32,2020-01-01 22:58:59,Detail
WW8991,Monday,Thursday,2020-01-01 23:30:4,2020-01-01 6:17:52,Detail
WW8992,Tuesday,Sunday,2020-01-01 0:0:34,2020-01-01 7:58:31,Detail
WW8993,Wednesday,Saturday,2020-01-01 14:38:9,2020-01-01 16:0:44,Detail
WW8994,Wednesday,Thursday,2020-01-01 22:9:43,2020-01-01 23:2:16,Detail
WW8995,Wednesday,Monday,2020-01-01 6:32:18,2020-01-01 0:0:51,Detail
WW8996,Sunday,Monday,2020-01-01 7:38:0,2020-01-01 14:22:52,Detail
WW8997,Sunday,Tuesday,2020-01-01 15:48:18,2020-01-01 22:34:28,Detail
WW8998,Friday,Friday,2020-01-01 23:58:25,2020-01-01 6:40:34,Detail
WW8999,Friday,Saturday,2020-01-01 0:0:30,2020-01-01 7:29:41,Detail
WW9000,Sunday,Wednesday,2020-01-01 14:11:42,2020-01-01 16:46:44,Detail
WW9001,Thursday,Sunday,2020-01-01 22:43:36,2020-01-01 23:54:22,Detail
WW9002,Wednesday,Thursday,2020-01-01 6:16:26,2020-01-01 0:0:42,Detail
